Date,Open,High,Low,Close,Adj Close,Volume
2010-07-23,364.8999938964844,374.95001220703125,350.625,354.20001220703125,264.85638427734375,62574
2010-07-26,357.5,358.3999938964844,350.5,351.70001220703125,262.9870300292969,3300
2010-07-27,350.0,354.5,345.0,350.5249938964844,262.1083984375,1794
2010-07-28,362.45001220703125,362.45001220703125,346.04998779296875,347.04998779296875,259.5098876953125,556
2010-07-29,317.75,349.0,317.75,349.0,260.9680480957031,1134
2010-07-30,345.0,348.5,343.04998779296875,346.29998779296875,258.9491271972656,1390
2010-08-02,345.5,354.0,343.0,345.625,258.4443664550781,2870
2010-08-03,348.5,350.0,345.57501220703125,346.29998779296875,258.9491271972656,4460
2010-08-04,345.5,349.8999938964844,336.0249938964844,340.8500061035156,254.87380981445312,2466
2010-08-05,340.5,342.5,332.5,337.29998779296875,252.21917724609375,1320
2010-08-06,337.5,341.95001220703125,330.25,332.70001220703125,248.77960205078125,2632
2010-08-09,335.0,367.5,335.0,362.57501220703125,271.1188659667969,7878
2010-08-10,362.57501220703125,362.57501220703125,351.57501220703125,355.0249938964844,265.47332763671875,5388
2010-08-11,345.5,355.5,345.5,346.32501220703125,258.9677734375,1218
2010-08-12,345.0249938964844,349.5,343.5,345.2749938964844,258.1826477050781,1144
2010-08-13,335.0,348.8999938964844,335.0,341.0,254.98590087890625,1920
2010-08-16,345.0,360.25,342.57501220703125,351.57501220703125,262.89349365234375,18156
2010-08-17,350.5,352.5,345.20001220703125,350.0,261.71575927734375,2400
2010-08-18,346.04998779296875,360.0,346.04998779296875,351.3999938964844,262.7626647949219,6182
2010-08-19,357.0,357.5,345.2749938964844,346.8500061035156,259.3603515625,2670
2010-08-20,345.04998779296875,349.8999938964844,342.5,343.8500061035156,257.1170349121094,1302
2010-08-23,342.5,349.5,340.0,341.5,255.35986328125,1600
2010-08-24,338.0,344.9750061035156,335.0,337.625,252.46229553222656,2654
2010-08-25,347.5,347.5,330.0,331.42498779296875,247.82615661621094,3070
2010-08-26,337.45001220703125,337.45001220703125,327.0,330.1499938964844,246.8727569580078,1294
2010-08-27,319.0,337.5,319.0,325.5,243.39569091796875,2496
2010-08-30,334.75,337.5,324.1000061035156,326.4750061035156,244.12477111816406,3202
2010-08-31,324.5,327.375,315.04998779296875,317.82501220703125,237.65663146972656,4848
2010-09-01,329.2250061035156,335.0,320.0249938964844,332.75,248.8169708251953,2490
2010-09-02,344.0,344.0,327.5249938964844,332.0249938964844,248.27484130859375,3020
2010-09-03,326.17498779296875,332.45001220703125,325.0,330.1000061035156,246.83541870117188,2484
2010-09-06,330.5,355.0,330.5,344.3999938964844,257.5284118652344,17088
2010-09-07,345.0,349.5,340.0249938964844,344.54998779296875,257.64056396484375,2746
2010-09-08,340.04998779296875,383.5,340.04998779296875,362.04998779296875,270.7263488769531,178492
2010-09-09,375.0,380.0,353.07501220703125,369.9750061035156,276.65234375,22114
2010-09-13,375.0,377.4750061035156,361.5,363.54998779296875,271.8478698730469,7210
2010-09-14,365.0,371.5,357.5,364.54998779296875,272.59576416015625,29750
2010-09-15,369.0,376.5,365.0,368.5249938964844,275.5679931640625,23044
2010-09-16,374.95001220703125,374.95001220703125,360.0,360.32501220703125,269.43646240234375,12308
2010-09-17,356.20001220703125,368.5,356.20001220703125,360.5249938964844,269.5860290527344,6596
2010-09-20,365.0,370.0,364.5,366.04998779296875,273.71728515625,10022
2010-09-21,365.875,372.0,358.17498779296875,366.8999938964844,274.3529968261719,21530
2010-09-22,362.5,368.5,356.1499938964844,358.8999938964844,268.370849609375,4032
2010-09-23,355.5,360.0,351.0,353.95001220703125,264.6694641113281,3974
2010-09-24,350.5,362.5,350.5,353.75,264.5198974609375,4544
2010-09-27,355.0,361.0,351.0,354.9750061035156,265.4358825683594,7364
2010-09-28,351.5,357.5,351.5,354.1000061035156,264.7816467285156,5712
2010-09-29,355.0249938964844,389.82501220703125,353.04998779296875,354.9750061035156,265.4358825683594,6034
2010-09-30,358.0,360.0,353.0,353.79998779296875,264.5572814941406,7874
2010-10-01,359.0,364.0,357.0,361.54998779296875,270.3524169921875,11252
2010-10-04,362.5,366.0,359.75,360.25,269.38037109375,6578
2010-10-05,356.0,362.0,356.0,360.0249938964844,269.2120361328125,3258
2010-10-06,361.54998779296875,389.8500061035156,361.5,370.17498779296875,276.8018493652344,16034
2010-10-07,371.0,375.0,357.5,360.6000061035156,269.64208984375,14062
2010-10-08,360.0249938964844,378.95001220703125,359.5,370.8999938964844,277.343994140625,19816
2010-10-11,370.8999938964844,380.0,368.0,378.6000061035156,283.10174560546875,17856
2010-10-12,373.0,380.5,372.5,373.5,279.2882080078125,9542
2010-10-13,376.5,417.0,373.5,393.5249938964844,294.2620544433594,171298
2010-10-14,397.375,400.0,387.6000061035156,392.79998779296875,293.7198791503906,27130
2010-10-15,395.0,399.95001220703125,380.0,383.2250061035156,286.5601501464844,10942
2010-10-18,382.5,387.0,371.5,375.20001220703125,280.55938720703125,12150
2010-10-19,386.0,397.5,376.5,383.82501220703125,287.00872802734375,20028
2010-10-20,375.0,390.0,375.0,378.7749938964844,283.2325744628906,6714
2010-10-21,377.5,385.95001220703125,374.5,374.95001220703125,280.3724060058594,9256
2010-10-22,379.67498779296875,388.5,375.5,376.82501220703125,281.7744445800781,9220
2010-10-25,383.70001220703125,385.0,368.17498779296875,374.0,279.6620178222656,12902
2010-10-26,374.8999938964844,381.75,370.5,372.04998779296875,278.2038879394531,4256
2010-10-27,380.5,387.5,372.8999938964844,378.6499938964844,283.1391296386719,9630
2010-10-28,376.54998779296875,389.5,376.54998779296875,383.6000061035156,286.84051513671875,20346
2010-10-29,388.3999938964844,392.0,370.0,373.8500061035156,279.54986572265625,66544
2010-11-01,383.45001220703125,387.45001220703125,366.1499938964844,371.2749938964844,277.6243591308594,22484
2010-11-02,377.20001220703125,390.5,375.1000061035156,388.7749938964844,290.710205078125,56188
2010-11-03,357.04998779296875,412.5,357.04998779296875,395.5249938964844,295.7575988769531,122120
2010-11-04,397.0,400.0,384.54998779296875,386.3500061035156,288.8968505859375,15630
2010-11-08,395.0,414.8999938964844,387.54998779296875,402.4750061035156,300.9544677734375,47192
2010-11-09,405.0,405.0,390.0,396.375,296.3931884765625,17852
2010-11-10,399.92498779296875,405.5,395.0,399.9750061035156,299.08514404296875,49092
2010-11-11,402.5,405.5,388.8500061035156,390.07501220703125,293.5168762207031,36290
2010-11-12,386.45001220703125,400.0,377.5,380.25,286.1239318847656,37778
2010-11-15,385.0,387.20001220703125,371.57501220703125,378.54998779296875,284.8447265625,7418
2010-11-16,377.54998779296875,380.8999938964844,360.0,362.25,272.5795593261719,12726
2010-11-18,362.5,366.75,350.0,354.5,266.7480163574219,9654
2010-11-19,359.9750061035156,362.0,342.5,344.29998779296875,259.0728454589844,17086
2010-11-22,357.5,357.5,341.57501220703125,345.25,259.7876892089844,11562
2010-11-23,341.5249938964844,344.0,332.57501220703125,337.67498779296875,254.08779907226562,9334
2010-11-24,342.5,342.5,330.07501220703125,331.29998779296875,249.2908477783203,2476
2010-11-25,331.5,337.0,316.5,317.625,239.0009765625,4966
2010-11-26,310.0249938964844,324.92498779296875,301.75,303.375,228.27833557128906,4490
2010-11-29,301.75,309.95001220703125,290.04998779296875,304.8500061035156,229.38824462890625,9038
2010-11-30,300.0,312.5,300.0,311.04998779296875,234.0535125732422,7294
2010-12-01,324.8999938964844,326.625,312.75,326.625,245.77313232421875,4748
2010-12-02,337.5,342.9750061035156,330.0,342.9750061035156,258.07586669921875,9076
2010-12-03,350.0,350.0,325.82501220703125,326.0249938964844,245.32164001464844,10314
2010-12-06,323.0,337.5,310.95001220703125,315.04998779296875,237.0633544921875,9698
2010-12-07,315.0,317.5,302.5,307.375,231.28819274902344,10144
2010-12-08,305.0,310.0,300.6499938964844,302.2250061035156,227.41297912597656,6354
2010-12-09,300.0,316.1000061035156,287.54998779296875,295.2250061035156,222.14578247070312,8736
2010-12-10,296.9750061035156,309.9750061035156,292.5,304.5249938964844,229.1436309814453,4284
2010-12-13,304.5249938964844,312.5,297.625,304.82501220703125,229.3694305419922,4144
2010-12-14,312.5,320.07501220703125,301.75,313.5,235.8970489501953,6510
2010-12-15,323.3999938964844,325.0,297.82501220703125,300.0,225.73873901367188,7286
2010-12-16,292.5,302.5,292.5,299.9750061035156,225.72000122070312,5736
2010-12-20,300.0,312.4750061035156,300.0,307.92498779296875,231.70204162597656,15878
2010-12-21,320.0,320.0,300.0,303.0249938964844,228.0149688720703,1696
2010-12-22,300.0,315.0,299.1499938964844,299.8500061035156,225.62586975097656,9320
2010-12-23,300.0,302.5,296.1000061035156,299.67498779296875,225.49420166015625,8728
2010-12-24,297.5,299.95001220703125,295.0,297.07501220703125,223.53787231445312,3448
2010-12-27,297.5,309.5,297.5,300.45001220703125,226.07740783691406,52226
2010-12-28,301.0,305.0,297.5,304.4750061035156,229.1060791015625,36280
2010-12-29,300.5,306.0,300.5,305.0,229.5010986328125,21370
2010-12-30,302.5,310.0,302.5,305.07501220703125,229.5575714111328,17042
2010-12-31,307.5,307.5,305.0,305.5,229.8773193359375,4036
2011-01-03,308.0,310.75,295.5,309.92498779296875,233.20700073242188,10290
2011-01-04,307.5,309.25,302.7749938964844,305.07501220703125,229.5575714111328,8778
2011-01-05,297.5,320.0,292.5,302.45001220703125,227.58236694335938,14102
2011-01-06,302.5,305.0,300.0,302.04998779296875,227.28131103515625,23664
2011-01-07,303.7250061035156,304.0,297.5,298.3500061035156,224.49725341796875,20784
2011-01-10,299.0,306.5,284.5,301.70001220703125,227.01800537109375,24234
2011-01-11,293.04998779296875,304.5,293.04998779296875,297.1000061035156,223.556640625,36454
2011-01-12,290.1000061035156,311.9750061035156,283.5,311.7250061035156,234.56141662597656,3716
2011-01-13,311.5,320.0,310.0,310.04998779296875,233.301025390625,1138
2011-01-14,295.0,324.5,295.0,320.3999938964844,241.08900451660156,6026
2011-01-17,310.0,314.5,304.3999938964844,304.42498779296875,229.06842041015625,57826
2011-01-18,300.0,306.0,292.5,306.0,230.25352478027344,12230
2011-01-19,300.0,306.42498779296875,292.5,305.0,229.5010986328125,1850
2011-01-20,309.9750061035156,311.8999938964844,304.0,310.0,233.263427734375,2350
2011-01-21,304.8999938964844,310.0,304.8999938964844,305.75,230.06546020507812,744
2011-01-24,307.5,313.0,305.0,310.07501220703125,233.31983947753906,5614
2011-01-25,305.0,325.54998779296875,305.0,318.20001220703125,239.43359375,7486
2011-01-27,310.0,324.45001220703125,304.0,310.82501220703125,233.88418579101562,6524
2011-01-28,305.0249938964844,316.5,300.0,314.20001220703125,236.42376708984375,48652
2011-01-31,300.1499938964844,322.3999938964844,299.0,322.17498779296875,242.42465209960938,8046
2011-02-01,313.0,319.92498779296875,310.0,313.625,235.99110412597656,192
2011-02-02,310.0,325.0,310.0,322.0249938964844,242.311767578125,7976
2011-02-03,310.57501220703125,326.5,310.57501220703125,323.8999938964844,243.72264099121094,9862
2011-02-04,320.0,327.25,312.04998779296875,325.1000061035156,244.62554931640625,3764
2011-02-07,312.5,329.8500061035156,310.4750061035156,327.5249938964844,246.4503173828125,4344
2011-02-08,325.0,325.0,311.1499938964844,311.8500061035156,234.6554412841797,4008
2011-02-09,300.0,312.0,297.67498779296875,301.70001220703125,227.01800537109375,4134
2011-02-10,297.5,307.0,286.625,286.625,215.67465209960938,8684
2011-02-11,273.7250061035156,291.0,272.29998779296875,287.5249938964844,216.35182189941406,2570
2011-02-14,287.5,301.8999938964844,287.5,300.70001220703125,226.26551818847656,1288
2011-02-15,287.54998779296875,305.5,287.54998779296875,299.42498779296875,225.30612182617188,684
2011-02-16,290.0,300.95001220703125,290.0,298.9750061035156,224.96754455566406,312
