Date,Open,High,Low,Close,Adj Close,Volume
2007-10-04,42.11000061035156,52.20000076293945,42.11000061035156,45.22999954223633,40.461647033691406,51087005
2007-10-05,45.40999984741211,47.20000076293945,41.20000076293945,41.52000045776367,37.14277648925781,8017945
2007-10-08,38.310001373291016,42.7400016784668,35.79999923706055,37.91999816894531,33.922298431396484,5703580
2007-10-09,36.20000076293945,39.4900016784668,35.79999923706055,39.2400016784668,35.103153228759766,4306700
2007-10-10,39.59000015258789,41.959999084472656,38.400001525878906,40.970001220703125,36.6507682800293,2141845
2007-10-11,41.779998779296875,43.099998474121094,40.11000061035156,42.599998474121094,38.10892105102539,983505
2007-10-12,42.0,44.599998474121094,41.630001068115234,41.63999938964844,37.25012969970703,1348300
2007-10-15,42.25,43.959999084472656,42.220001220703125,42.5,38.01945877075195,414750
2007-10-16,43.0,43.18000030517578,40.599998474121094,41.439998626708984,37.07122039794922,360890
2007-10-17,38.79999923706055,39.97999954223633,36.0,38.97999954223633,34.870548248291016,334785
2007-10-18,40.2400016784668,46.400001525878906,39.529998779296875,42.0,37.57217025756836,1450140
2007-10-19,43.97999954223633,49.0,39.0,39.79999923706055,35.60410690307617,518110
2007-10-22,39.599998474121094,42.70000076293945,38.939998626708984,41.29999923706055,36.94597244262695,494025
2007-10-23,42.400001525878906,44.220001220703125,41.400001525878906,43.52000045776367,38.93193435668945,523190
2007-10-24,44.79999923706055,44.79999923706055,41.79999923706055,42.29999923706055,37.840545654296875,275960
2007-10-25,42.099998474121094,43.959999084472656,42.099998474121094,43.400001525878906,38.824588775634766,219185
2007-10-26,43.79999923706055,46.20000076293945,43.0,45.20000076293945,40.43482208251953,735970
2007-10-29,45.900001525878906,47.20000076293945,45.25,46.70000076293945,41.776676177978516,542520
2007-10-30,48.0,48.0,44.029998779296875,44.79999923706055,40.076988220214844,495320
2007-10-31,45.400001525878906,45.970001220703125,42.400001525878906,43.0,38.466758728027344,165415
