Date,Open,High,Low,Close,Adj Close,Volume
2002-08-12,22.712499618530273,23.987499237060547,22.625,23.762500762939453,14.800789833068848,11239400
2002-08-13,24.25,24.25,23.149999618530273,23.325000762939453,14.52828598022461,3756368
2002-08-14,23.237499237060547,23.237499237060547,22.768749237060547,23.006250381469727,14.329753875732422,3964016
2002-08-15,23.006250381469727,23.006250381469727,23.006250381469727,23.006250381469727,14.329753875732422,0
2002-08-16,23.625,23.75,23.25,23.606250762939453,14.703472137451172,4848904
2002-08-19,24.0,24.549999237060547,23.912500381469727,24.381250381469727,15.186188697814941,8905448
2002-08-20,24.625,26.481250762939453,24.506250381469727,26.149999618530273,16.287872314453125,18255464
2002-08-21,26.237499237060547,26.875,25.024999618530273,25.231250762939453,15.715621948242188,18690008
2002-08-22,25.375,25.731250762939453,24.418750762939453,24.631250381469727,15.341904640197754,9790960
2002-08-23,24.75,25.274999618530273,24.174999237060547,24.774999618530273,15.43144702911377,12814424
2002-08-26,24.8125,25.424999237060547,24.4375,25.174999237060547,15.680583953857422,8253944
2002-08-27,25.475000381469727,25.743749618530273,23.631250381469727,23.768749237060547,14.804686546325684,13764544
2002-08-28,23.375,24.850000381469727,23.193750381469727,24.543750762939453,15.287409782409668,18886336
2002-08-29,24.387500762939453,25.487499237060547,24.1875,25.15625,15.66890811920166,17584928
2002-08-30,25.3125,25.75,24.03125,25.4375,15.844094276428223,28226144
2002-09-02,25.756250381469727,28.024999618530273,25.65625,27.1875,16.934093475341797,39154536
2002-09-03,27.225000381469727,27.225000381469727,26.03125,26.637500762939453,16.591520309448242,15785200
2002-09-04,26.0,26.712499618530273,25.318750381469727,26.412500381469727,16.451385498046875,25434152
2002-09-05,26.625,26.975000381469727,25.825000762939453,26.237499237060547,16.342378616333008,14348224
2002-09-06,25.625,26.212499618530273,25.125,25.431249618530273,15.840195655822754,10984336
2002-09-09,25.693750381469727,26.875,25.524999618530273,26.518749237060547,16.517562866210938,13656184
2002-09-10,26.518749237060547,26.518749237060547,26.518749237060547,26.518749237060547,16.517562866210938,0
2002-09-11,27.012500762939453,27.731250762939453,26.875,27.350000381469727,17.035320281982422,11303688
2002-09-12,27.481250762939453,27.481250762939453,26.643749237060547,26.78125,16.681062698364258,7920448
2002-09-13,26.475000381469727,26.537500381469727,25.081249237060547,25.356250762939453,15.793479919433594,8264520
2002-09-16,25.725000381469727,25.993749618530273,25.28125,25.375,15.805158615112305,7619640
2002-09-17,25.625,27.462499618530273,25.625,27.068750381469727,16.860137939453125,16517320
2002-09-18,26.737499237060547,26.862499237060547,25.831249237060547,26.112499237060547,16.264522552490234,13866808
2002-09-19,26.362499237060547,26.549999237060547,25.262500762939453,25.631250381469727,15.964768409729004,14604872
2002-09-20,25.0,26.5,24.762500762939453,26.225000381469727,16.334590911865234,21109560
2002-09-23,26.5,26.706249237060547,25.5625,26.0,16.19445037841797,15071736
2002-09-24,25.174999237060547,25.737499237060547,25.174999237060547,25.506250381469727,15.886909484863281,8139496
2002-09-25,24.75,26.25,24.75,26.112499237060547,16.264522552490234,13057920
2002-09-26,27.350000381469727,27.350000381469727,26.362499237060547,26.84375,16.71999168395996,12918456
2002-09-27,27.375,28.237499237060547,27.075000762939453,27.375,17.050886154174805,20531680
2002-09-30,27.012500762939453,27.25,25.793750762939453,26.293750762939453,16.37741470336914,11870704
2002-10-01,25.637500762939453,26.5,25.399999618530273,25.75,16.038732528686523,17145984
2002-10-02,25.75,25.75,25.75,25.75,16.038732528686523,0
2002-10-03,26.0,26.600000381469727,25.799999237060547,26.018749237060547,16.206125259399414,15460552
2002-10-04,26.125,26.212499618530273,24.200000762939453,24.581249237060547,15.31075668334961,33943336
2002-10-07,24.75,25.293750762939453,24.412500381469727,24.681249618530273,15.373047828674316,13186408
2002-10-08,24.674999237060547,25.931249618530273,24.625,25.512500762939453,15.890804290771484,17057016
2002-10-09,25.75,25.84375,24.631250381469727,24.793750762939453,15.443121910095215,14124008
2002-10-10,24.75,25.174999237060547,24.149999618530273,24.993749618530273,15.567689895629883,11842288
