Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,207.0,209.0,199.5500030517578,202.25,45.985504150390625,25104
2002-07-02,202.25,203.0,192.0500030517578,193.60000610351562,44.01876449584961,15568
2002-07-03,198.5,208.5,195.60000610351562,202.75,46.09918975830078,51361
2002-07-04,208.4499969482422,209.0,199.0500030517578,200.25,45.53076171875,17769
2002-07-05,200.10000610351562,202.0,196.10000610351562,197.75,44.96234130859375,6941
2002-07-08,196.0,203.0,196.0,201.35000610351562,45.7808723449707,10423
2002-07-09,197.10000610351562,222.4499969482422,197.10000610351562,214.85000610351562,48.8503532409668,63601
2002-07-10,218.0,220.0,207.35000610351562,214.1999969482422,48.70257568359375,25913
2002-07-11,219.0,227.0,202.0,206.10000610351562,46.860877990722656,53570
2002-07-12,206.14999389648438,212.35000610351562,203.0,205.39999389648438,46.70172882080078,20938
2002-07-15,202.0,204.0,195.3000030517578,199.64999389648438,45.39433670043945,10859
2002-07-16,198.0,211.8000030517578,197.0500030517578,205.35000610351562,46.69036102294922,30193
2002-07-17,208.6999969482422,211.0,203.8000030517578,206.6999969482422,46.9973030090332,14848
2002-07-18,207.0500030517578,212.39999389648438,206.0,209.4499969482422,47.6225700378418,12782
2002-07-19,209.89999389648438,214.89999389648438,204.0,204.64999389648438,46.53118896484375,12108
2002-07-22,203.0,205.9499969482422,201.0,202.39999389648438,46.01961135864258,12252
2002-07-23,201.0,203.1999969482422,196.5500030517578,198.1999969482422,45.06464767456055,8443
2002-07-24,199.0,207.0,199.0,203.8000030517578,46.33792495727539,17140
2002-07-25,202.0500030517578,210.0,202.0500030517578,204.0500030517578,46.394775390625,8516
2002-07-26,201.0,201.0,199.10000610351562,199.10000610351562,45.26930236816406,7639
2002-07-29,198.5,201.6999969482422,192.0,194.75,44.28022766113281,38345
2002-07-30,200.10000610351562,205.89999389648438,197.0,201.35000610351562,45.7808723449707,20705
2002-07-31,239.0,239.0,190.0500030517578,197.1999969482422,44.837284088134766,6969
2002-08-01,208.4499969482422,208.4499969482422,198.3000030517578,202.89999389648438,46.13329315185547,5795
2002-08-02,200.0,218.39999389648438,196.35000610351562,214.3000030517578,48.725318908691406,24330
2002-08-05,212.0,218.5,207.0,216.6999969482422,49.27100372314453,15240
2002-08-06,210.10000610351562,230.0,210.10000610351562,221.25,50.30553436279297,187607
2002-08-07,225.0,227.89999389648438,209.0,210.3000030517578,47.81584548950195,46029
2002-08-08,211.9499969482422,211.9499969482422,204.0,204.89999389648438,46.58802795410156,10809
2002-08-09,208.9499969482422,208.9499969482422,203.39999389648438,204.85000610351562,46.57667541503906,10169
2002-08-12,220.0,224.89999389648438,210.0,213.0,48.42972183227539,78939
2002-08-13,217.0,217.0,209.0,210.1999969482422,47.79309844970703,5221
2002-08-14,206.0,212.8000030517578,206.0,210.8000030517578,47.92952346801758,9325
2002-08-15,210.8000030517578,210.8000030517578,210.8000030517578,210.8000030517578,47.92952346801758,0
2002-08-16,211.10000610351562,215.89999389648438,191.5,211.8000030517578,48.15687942504883,66597
2002-08-19,213.0,215.5,203.5500030517578,208.1999969482422,47.338348388671875,7193
2002-08-20,210.9499969482422,212.89999389648438,207.0,211.14999389648438,48.009098052978516,10681
2002-08-21,212.5500030517578,213.0,208.0500030517578,210.3000030517578,47.81584548950195,8882
2002-08-22,212.4499969482422,214.75,210.5500030517578,210.89999389648438,47.952247619628906,4944
2002-08-23,207.5,220.0,206.25,207.85000610351562,47.2587776184082,19446
2002-08-26,211.0,217.85000610351562,207.14999389648438,207.1999969482422,47.11098861694336,28724
2002-08-27,210.0,211.85000610351562,207.10000610351562,207.6999969482422,47.224674224853516,6526
2002-08-28,207.10000610351562,210.0500030517578,205.89999389648438,209.0,47.520267486572266,11541
2002-08-29,207.3000030517578,207.85000610351562,204.5,205.35000610351562,46.69036102294922,3693
2002-08-30,203.25,206.10000610351562,200.0500030517578,202.39999389648438,46.01961135864258,3179
2002-09-02,204.10000610351562,210.0,202.0,203.1999969482422,46.20150375366211,5590
2002-09-03,205.0,208.39999389648438,204.0500030517578,206.1999969482422,46.88362121582031,4877
